TOP.6655a7f9.000cc266	START
TOP.66568cf0.0006140f	user_options->veracrypt_pim_stop	485
TOP.66568cf0.0006140f	user_options->version	0
TOP.66568cf0.0006140f	user_options->workload_profile	2
TOP.66568cf0.0006140f	user_options->brain_client	0
TOP.66568cf0.0006140f	user_options->brain_client_features	2
TOP.66568cf0.0006140f	user_options->brain_server	0
TOP.66568cf0.0006140f	user_options->brain_server_timer	300
TOP.66568cf0.0006140f	user_options->brain_port	6863
TOP.66568cf0.0006140f	user_options->brain_session	0
TOP.66568cf0.0006140f	hashes->hashfile	./test.hash
TOP.66568cf0.0006140f	hashes->hashlist_mode	5
TOP.66568cf0.0006140f	hashes->hashlist_format	0
TOP.66568cf0.0006140f	hashes->hashes_cnt	0
TOP.66568cf0.0006140f	hashes->digests_cnt	1
TOP.66568cf0.0006140f	hashes->digests_done_pot	0
TOP.66568cf0.0006140f	hashes->digests_done_zero	0
TOP.66568cf0.0006140f	hashes->digests_done	0
TOP.66568cf0.0006140f	hashes->salts_cnt	1
TOP.66568cf0.0006140f	hashes->salts_done	0
TOP.66568cf0.0006140f	SUB.66568cf3.00070864	START
TOP.66568cf0.0006140f	SUB.66568cf3.00070864	straight_ctx->dict	test.dict
TOP.66568cf0.0006140f	SUB.66568cf3.00070864	rulefile	rules/best64.rule
TOP.66568cf0.0006140f	SUB.66568cf3.00070864	runtime_start	1716948212
TOP.66568cf0.0006140f	SUB.66568cf3.00070864	runtime_stop	1716948212
TOP.66568cf0.0006140f	SUB.66568cf3.00070864	hashes->digests_done_new	0
TOP.66568cf0.0006140f	SUB.66568cf3.00070864	status-after-work	5
TOP.66568cf0.0006140f	SUB.66568cf3.00070864	STOP
TOP.66568cf0.0006140f	proc_start	1716948208
TOP.66568cf0.0006140f	proc_stop	1716948214
TOP.66568cf0.0006140f	STOP
TOP.66568d26.000e13fa	START
TOP.66568d26.000e13fa	folder_config->cwd	E:\modules
TOP.66568d26.000e13fa	folder_config->install_dir	.
TOP.66568d26.000e13fa	folder_config->profile_dir	.
TOP.66568d26.000e13fa	folder_config->session_dir	.
TOP.66568d26.000e13fa	folder_config->shared_dir	.
TOP.66568d26.000e13fa	user_options->encoding_from	utf-8
TOP.66568d26.000e13fa	user_options->encoding_to	utf-8
TOP.66568d26.000e13fa	user_options->rp_files[0]	rules/best64.rule
TOP.66568d26.000e13fa	user_options->rule_buf_l	:
TOP.66568d26.000e13fa	user_options->rule_buf_r	:
TOP.66568d26.000e13fa	user_options->session	hashcat
TOP.66568d26.000e13fa	user_options->separator	:
TOP.66568d26.000e13fa	user_options->limit	0
TOP.66568d26.000e13fa	user_options->skip	0
TOP.66568d26.000e13fa	user_options->attack_mode	0
TOP.66568d26.000e13fa	user_options->benchmark	0
TOP.66568d26.000e13fa	user_options->benchmark_all	0
TOP.66568d26.000e13fa	user_options->bitmap_max	18
TOP.66568d26.000e13fa	user_options->bitmap_min	16
TOP.66568d26.000e13fa	user_options->debug_mode	0
TOP.66568d26.000e13fa	user_options->hash_info	0
TOP.66568d26.000e13fa	user_options->force	0
TOP.66568d26.000e13fa	user_options->hwmon_disable	0
TOP.66568d26.000e13fa	user_options->hwmon_temp_abort	90
TOP.66568d26.000e13fa	user_options->hash_mode	26600
TOP.66568d26.000e13fa	user_options->hex_charset	0
TOP.66568d26.000e13fa	user_options->hex_salt	0
TOP.66568d26.000e13fa	user_options->hex_wordlist	0
TOP.66568d26.000e13fa	user_options->hook_threads	16
TOP.66568d26.000e13fa	user_options->identify	0
TOP.66568d26.000e13fa	user_options->increment	0
TOP.66568d26.000e13fa	user_options->increment_max	256
TOP.66568d26.000e13fa	user_options->increment_min	1
TOP.66568d26.000e13fa	user_options->keep_guessing	1
TOP.66568d26.000e13fa	user_options->kernel_accel	0
TOP.66568d26.000e13fa	user_options->kernel_loops	0
TOP.66568d26.000e13fa	user_options->kernel_threads	0
TOP.66568d26.000e13fa	user_options->keyspace	0
TOP.66568d26.000e13fa	user_options->left	0
TOP.66568d26.000e13fa	user_options->logfile_disable	0
TOP.66568d26.000e13fa	user_options->loopback	0
TOP.66568d26.000e13fa	user_options->machine_readable	0
TOP.66568d26.000e13fa	user_options->markov_classic	0
TOP.66568d26.000e13fa	user_options->markov_disable	0
TOP.66568d26.000e13fa	user_options->markov_inverse	0
TOP.66568d26.000e13fa	user_options->markov_threshold	256
TOP.66568d26.000e13fa	user_options->multiply_accel_disable	0
TOP.66568d26.000e13fa	user_options->backend_info	0
TOP.66568d26.000e13fa	user_options->backend_vector_width	0
TOP.66568d26.000e13fa	user_options->optimized_kernel_enable	0
TOP.66568d26.000e13fa	user_options->outfile_autohex	1
TOP.66568d26.000e13fa	user_options->outfile_check_timer	5
TOP.66568d26.000e13fa	user_options->outfile_format	3
TOP.66568d26.000e13fa	user_options->wordlist_autohex_disable	0
TOP.66568d26.000e13fa	user_options->potfile_disable	0
TOP.66568d26.000e13fa	user_options->progress_only	0
TOP.66568d26.000e13fa	user_options->quiet	0
TOP.66568d26.000e13fa	user_options->remove	0
TOP.66568d26.000e13fa	user_options->remove_timer	60
TOP.66568d26.000e13fa	user_options->restore	0
TOP.66568d26.000e13fa	user_options->restore_disable	0
TOP.66568d26.000e13fa	user_options->restore_timer	1
TOP.66568d26.000e13fa	user_options->rp_files_cnt	1
TOP.66568d26.000e13fa	user_options->rp_gen	0
TOP.66568d26.000e13fa	user_options->rp_gen_func_max	4
TOP.66568d26.000e13fa	user_options->rp_gen_func_min	1
TOP.66568d26.000e13fa	user_options->rp_gen_seed	0
TOP.66568d26.000e13fa	user_options->runtime	0
TOP.66568d26.000e13fa	user_options->scrypt_tmto	0
TOP.66568d26.000e13fa	user_options->segment_size	33554432
TOP.66568d26.000e13fa	user_options->self_test_disable	0
TOP.66568d26.000e13fa	user_options->slow_candidates	0
TOP.66568d26.000e13fa	user_options->show	0
TOP.66568d26.000e13fa	user_options->speed_only	0
TOP.66568d26.000e13fa	user_options->spin_damp	0
TOP.66568d26.000e13fa	user_options->status	0
TOP.66568d26.000e13fa	user_options->status_json	0
TOP.66568d26.000e13fa	user_options->status_timer	10
TOP.66568d26.000e13fa	user_options->stdout_flag	0
TOP.66568d26.000e13fa	user_options->usage	0
TOP.66568d26.000e13fa	user_options->username	0
TOP.66568d26.000e13fa	user_options->veracrypt_pim_start	485
TOP.66568d26.000e13fa	user_options->veracrypt_pim_stop	485
TOP.66568d26.000e13fa	user_options->version	0
TOP.66568d26.000e13fa	user_options->workload_profile	2
TOP.66568d26.000e13fa	user_options->brain_client	0
TOP.66568d26.000e13fa	user_options->brain_client_features	2
TOP.66568d26.000e13fa	user_options->brain_server	0
TOP.66568d26.000e13fa	user_options->brain_server_timer	300
TOP.66568d26.000e13fa	user_options->brain_port	6863
TOP.66568d26.000e13fa	user_options->brain_session	0
TOP.66568d26.000e13fa	hashes->hashfile	./test.hash
TOP.66568d26.000e13fa	hashes->hashlist_mode	5
TOP.66568d26.000e13fa	hashes->hashlist_format	0
TOP.66568d26.000e13fa	hashes->hashes_cnt	0
TOP.66568d26.000e13fa	hashes->digests_cnt	1
TOP.66568d26.000e13fa	hashes->digests_done_pot	0
TOP.66568d26.000e13fa	hashes->digests_done_zero	0
TOP.66568d26.000e13fa	hashes->digests_done	0
TOP.66568d26.000e13fa	hashes->salts_cnt	1
TOP.66568d26.000e13fa	hashes->salts_done	0
TOP.66568d26.000e13fa	SUB.66568d2a.00006530	START
TOP.66568d26.000e13fa	SUB.66568d2a.00006530	straight_ctx->dict	test.dict
TOP.66568d26.000e13fa	SUB.66568d2a.00006530	rulefile	rules/best64.rule
TOP.66568d26.000e13fa	SUB.66568d2a.00006530	runtime_start	1716948267
TOP.66568d26.000e13fa	SUB.66568d2a.00006530	runtime_stop	1716948281
TOP.66568d26.000e13fa	SUB.66568d2a.00006530	hashes->digests_done_new	0
TOP.66568d26.000e13fa	SUB.66568d2a.00006530	status-after-work	5
TOP.66568d26.000e13fa	SUB.66568d2a.00006530	STOP
TOP.66568d26.000e13fa	proc_start	1716948262
TOP.66568d26.000e13fa	proc_stop	1716948287
TOP.66568d26.000e13fa	STOP
TOP.66568db5.000f1175	START
TOP.66568db5.000f1175	folder_config->cwd	E:\modules
TOP.66568db5.000f1175	folder_config->install_dir	.
TOP.66568db5.000f1175	folder_config->profile_dir	.
TOP.66568db5.000f1175	folder_config->session_dir	.
TOP.66568db5.000f1175	folder_config->shared_dir	.
TOP.66568db5.000f1175	user_options->encoding_from	utf-8
TOP.66568db5.000f1175	user_options->encoding_to	utf-8
TOP.66568db5.000f1175	user_options->rp_files[0]	rules/best64.rule
TOP.66568db5.000f1175	user_options->rule_buf_l	:
TOP.66568db5.000f1175	user_options->rule_buf_r	:
TOP.66568db5.000f1175	user_options->session	hashcat
TOP.66568db5.000f1175	user_options->separator	:
TOP.66568db5.000f1175	user_options->limit	0
TOP.66568db5.000f1175	user_options->skip	0
TOP.66568db5.000f1175	user_options->attack_mode	0
TOP.66568db5.000f1175	user_options->benchmark	0
TOP.66568db5.000f1175	user_options->benchmark_all	0
TOP.66568db5.000f1175	user_options->bitmap_max	18
TOP.66568db5.000f1175	user_options->bitmap_min	16
TOP.66568db5.000f1175	user_options->debug_mode	0
TOP.66568db5.000f1175	user_options->hash_info	0
TOP.66568db5.000f1175	user_options->force	0
TOP.66568db5.000f1175	user_options->hwmon_disable	0
TOP.66568db5.000f1175	user_options->hwmon_temp_abort	90
TOP.66568db5.000f1175	user_options->hash_mode	26600
TOP.66568db5.000f1175	user_options->hex_charset	0
TOP.66568db5.000f1175	user_options->hex_salt	0
TOP.66568db5.000f1175	user_options->hex_wordlist	0
TOP.66568db5.000f1175	user_options->hook_threads	16
TOP.66568db5.000f1175	user_options->identify	0
TOP.66568db5.000f1175	user_options->increment	0
TOP.66568db5.000f1175	user_options->increment_max	256
TOP.66568db5.000f1175	user_options->increment_min	1
TOP.66568db5.000f1175	user_options->keep_guessing	1
TOP.66568db5.000f1175	user_options->kernel_accel	0
TOP.66568db5.000f1175	user_options->kernel_loops	0
TOP.66568db5.000f1175	user_options->kernel_threads	0
TOP.66568db5.000f1175	user_options->keyspace	0
TOP.66568db5.000f1175	user_options->left	0
TOP.66568db5.000f1175	user_options->logfile_disable	0
TOP.66568db5.000f1175	user_options->loopback	0
TOP.66568db5.000f1175	user_options->machine_readable	0
TOP.66568db5.000f1175	user_options->markov_classic	0
TOP.66568db5.000f1175	user_options->markov_disable	0
TOP.66568db5.000f1175	user_options->markov_inverse	0
TOP.66568db5.000f1175	user_options->markov_threshold	256
TOP.66568db5.000f1175	user_options->multiply_accel_disable	0
TOP.66568db5.000f1175	user_options->backend_info	0
TOP.66568db5.000f1175	user_options->backend_vector_width	0
TOP.66568db5.000f1175	user_options->optimized_kernel_enable	0
TOP.66568db5.000f1175	user_options->outfile_autohex	1
TOP.66568db5.000f1175	user_options->outfile_check_timer	5
TOP.66568db5.000f1175	user_options->outfile_format	3
TOP.66568db5.000f1175	user_options->wordlist_autohex_disable	0
TOP.66568db5.000f1175	user_options->potfile_disable	0
TOP.66568db5.000f1175	user_options->progress_only	0
TOP.66568db5.000f1175	user_options->quiet	0
TOP.66568db5.000f1175	user_options->remove	0
TOP.66568db5.000f1175	user_options->remove_timer	60
TOP.66568db5.000f1175	user_options->restore	0
TOP.66568db5.000f1175	user_options->restore_disable	0
TOP.66568db5.000f1175	user_options->restore_timer	1
TOP.66568db5.000f1175	user_options->rp_files_cnt	1
TOP.66568db5.000f1175	user_options->rp_gen	0
TOP.66568db5.000f1175	user_options->rp_gen_func_max	4
TOP.66568db5.000f1175	user_options->rp_gen_func_min	1
TOP.66568db5.000f1175	user_options->rp_gen_seed	0
TOP.66568db5.000f1175	user_options->runtime	0
TOP.66568db5.000f1175	user_options->scrypt_tmto	0
TOP.66568db5.000f1175	user_options->segment_size	33554432
TOP.66568db5.000f1175	user_options->self_test_disable	0
TOP.66568db5.000f1175	user_options->slow_candidates	0
TOP.66568db5.000f1175	user_options->show	0
TOP.66568db5.000f1175	user_options->speed_only	0
TOP.66568db5.000f1175	user_options->spin_damp	0
TOP.66568db5.000f1175	user_options->status	0
TOP.66568db5.000f1175	user_options->status_json	0
TOP.66568db5.000f1175	user_options->status_timer	10
TOP.66568db5.000f1175	user_options->stdout_flag	0
TOP.66568db5.000f1175	user_options->usage	0
TOP.66568db5.000f1175	user_options->username	0
TOP.66568db5.000f1175	user_options->veracrypt_pim_start	485
TOP.66568db5.000f1175	user_options->veracrypt_pim_stop	485
TOP.66568db5.000f1175	user_options->version	0
TOP.66568db5.000f1175	user_options->workload_profile	2
TOP.66568db5.000f1175	user_options->brain_client	0
TOP.66568db5.000f1175	user_options->brain_client_features	2
TOP.66568db5.000f1175	user_options->brain_server	0
TOP.66568db5.000f1175	user_options->brain_server_timer	300
TOP.66568db5.000f1175	user_options->brain_port	6863
TOP.66568db5.000f1175	user_options->brain_session	0
TOP.66568db5.000f1175	hashes->hashfile	./test.hash
TOP.66568db5.000f1175	hashes->hashlist_mode	5
TOP.66568db5.000f1175	hashes->hashlist_format	0
TOP.66568db5.000f1175	hashes->hashes_cnt	0
TOP.66568db5.000f1175	hashes->digests_cnt	1
TOP.66568db5.000f1175	hashes->digests_done_pot	0
TOP.66568db5.000f1175	hashes->digests_done_zero	0
TOP.66568db5.000f1175	hashes->digests_done	0
TOP.66568db5.000f1175	hashes->salts_cnt	1
TOP.66568db5.000f1175	hashes->salts_done	0
TOP.66568db5.000f1175	SUB.66568db9.00031e27	START
TOP.66568db5.000f1175	SUB.66568db9.00031e27	straight_ctx->dict	test.dict
TOP.66568db5.000f1175	SUB.66568db9.00031e27	rulefile	rules/best64.rule
TOP.66568db5.000f1175	SUB.66568db9.00031e27	runtime_start	1716948410
TOP.66568db5.000f1175	SUB.66568db9.00031e27	runtime_stop	1716948425
TOP.66568db5.000f1175	SUB.66568db9.00031e27	hashes->digests_done_new	0
TOP.66568db5.000f1175	SUB.66568db9.00031e27	status-after-work	5
TOP.66568db5.000f1175	SUB.66568db9.00031e27	STOP
TOP.66568db5.000f1175	proc_start	1716948405
TOP.66568db5.000f1175	proc_stop	1716948425
TOP.66568db5.000f1175	STOP
TOP.66568dd1.000b56a2	START
TOP.66568dd1.000b56a2	folder_config->cwd	E:\modules
TOP.66568dd1.000b56a2	folder_config->install_dir	.
TOP.66568dd1.000b56a2	folder_config->profile_dir	.
TOP.66568dd1.000b56a2	folder_config->session_dir	.
TOP.66568dd1.000b56a2	folder_config->shared_dir	.
TOP.66568dd1.000b56a2	user_options->encoding_from	utf-8
TOP.66568dd1.000b56a2	user_options->encoding_to	utf-8
TOP.66568dd1.000b56a2	user_options->rp_files[0]	rules/best64.rule
TOP.66568dd1.000b56a2	user_options->rule_buf_l	:
TOP.66568dd1.000b56a2	user_options->rule_buf_r	:
TOP.66568dd1.000b56a2	user_options->session	hashcat
TOP.66568dd1.000b56a2	user_options->separator	:
TOP.66568dd1.000b56a2	user_options->limit	0
TOP.66568dd1.000b56a2	user_options->skip	0
TOP.66568dd1.000b56a2	user_options->attack_mode	0
TOP.66568dd1.000b56a2	user_options->benchmark	0
TOP.66568dd1.000b56a2	user_options->benchmark_all	0
TOP.66568dd1.000b56a2	user_options->bitmap_max	18
TOP.66568dd1.000b56a2	user_options->bitmap_min	16
TOP.66568dd1.000b56a2	user_options->debug_mode	0
TOP.66568dd1.000b56a2	user_options->hash_info	0
TOP.66568dd1.000b56a2	user_options->force	0
TOP.66568dd1.000b56a2	user_options->hwmon_disable	0
TOP.66568dd1.000b56a2	user_options->hwmon_temp_abort	90
TOP.66568dd1.000b56a2	user_options->hash_mode	26600
TOP.66568dd1.000b56a2	user_options->hex_charset	0
TOP.66568dd1.000b56a2	user_options->hex_salt	0
TOP.66568dd1.000b56a2	user_options->hex_wordlist	0
TOP.66568dd1.000b56a2	user_options->hook_threads	16
TOP.66568dd1.000b56a2	user_options->identify	0
TOP.66568dd1.000b56a2	user_options->increment	0
TOP.66568dd1.000b56a2	user_options->increment_max	256
TOP.66568dd1.000b56a2	user_options->increment_min	1
TOP.66568dd1.000b56a2	user_options->keep_guessing	1
TOP.66568dd1.000b56a2	user_options->kernel_accel	0
TOP.66568dd1.000b56a2	user_options->kernel_loops	0
TOP.66568dd1.000b56a2	user_options->kernel_threads	0
TOP.66568dd1.000b56a2	user_options->keyspace	0
TOP.66568dd1.000b56a2	user_options->left	0
TOP.66568dd1.000b56a2	user_options->logfile_disable	0
TOP.66568dd1.000b56a2	user_options->loopback	0
TOP.66568dd1.000b56a2	user_options->machine_readable	0
TOP.66568dd1.000b56a2	user_options->markov_classic	0
TOP.66568dd1.000b56a2	user_options->markov_disable	0
TOP.66568dd1.000b56a2	user_options->markov_inverse	0
TOP.66568dd1.000b56a2	user_options->markov_threshold	256
TOP.66568dd1.000b56a2	user_options->multiply_accel_disable	0
TOP.66568dd1.000b56a2	user_options->backend_info	0
TOP.66568dd1.000b56a2	user_options->backend_vector_width	0
TOP.66568dd1.000b56a2	user_options->optimized_kernel_enable	0
TOP.66568dd1.000b56a2	user_options->outfile_autohex	1
TOP.66568dd1.000b56a2	user_options->outfile_check_timer	5
TOP.66568dd1.000b56a2	user_options->outfile_format	3
TOP.66568dd1.000b56a2	user_options->wordlist_autohex_disable	0
TOP.66568dd1.000b56a2	user_options->potfile_disable	0
TOP.66568dd1.000b56a2	user_options->progress_only	0
TOP.66568dd1.000b56a2	user_options->quiet	0
TOP.66568dd1.000b56a2	user_options->remove	0
TOP.66568dd1.000b56a2	user_options->remove_timer	60
TOP.66568dd1.000b56a2	user_options->restore	0
TOP.66568dd1.000b56a2	user_options->restore_disable	0
TOP.66568dd1.000b56a2	user_options->restore_timer	1
TOP.66568dd1.000b56a2	user_options->rp_files_cnt	1
TOP.66568dd1.000b56a2	user_options->rp_gen	0
TOP.66568dd1.000b56a2	user_options->rp_gen_func_max	4
TOP.66568dd1.000b56a2	user_options->rp_gen_func_min	1
TOP.66568dd1.000b56a2	user_options->rp_gen_seed	0
TOP.66568dd1.000b56a2	user_options->runtime	0
TOP.66568dd1.000b56a2	user_options->scrypt_tmto	0
TOP.66568dd1.000b56a2	user_options->segment_size	33554432
TOP.66568dd1.000b56a2	user_options->self_test_disable	0
TOP.66568dd1.000b56a2	user_options->slow_candidates	0
TOP.66568dd1.000b56a2	user_options->show	0
TOP.66568dd1.000b56a2	user_options->speed_only	0
TOP.66568dd1.000b56a2	user_options->spin_damp	0
TOP.66568dd1.000b56a2	user_options->status	0
TOP.66568dd1.000b56a2	user_options->status_json	0
TOP.66568dd1.000b56a2	user_options->status_timer	10
TOP.66568dd1.000b56a2	user_options->stdout_flag	0
TOP.66568dd1.000b56a2	user_options->usage	0
TOP.66568dd1.000b56a2	user_options->username	0
TOP.66568dd1.000b56a2	user_options->veracrypt_pim_start	485
TOP.66568dd1.000b56a2	user_options->veracrypt_pim_stop	485
TOP.66568dd1.000b56a2	user_options->version	0
TOP.66568dd1.000b56a2	user_options->workload_profile	2
TOP.66568dd1.000b56a2	user_options->brain_client	0
TOP.66568dd1.000b56a2	user_options->brain_client_features	2
TOP.66568dd1.000b56a2	user_options->brain_server	0
TOP.66568dd1.000b56a2	user_options->brain_server_timer	300
TOP.66568dd1.000b56a2	user_options->brain_port	6863
TOP.66568dd1.000b56a2	user_options->brain_session	0
TOP.66568dd1.000b56a2	hashes->hashfile	./test.hash
TOP.66568dd1.000b56a2	hashes->hashlist_mode	5
TOP.66568dd1.000b56a2	hashes->hashlist_format	0
TOP.66568dd1.000b56a2	hashes->hashes_cnt	0
TOP.66568dd1.000b56a2	hashes->digests_cnt	1
TOP.66568dd1.000b56a2	hashes->digests_done_pot	0
TOP.66568dd1.000b56a2	hashes->digests_done_zero	0
TOP.66568dd1.000b56a2	hashes->digests_done	0
TOP.66568dd1.000b56a2	hashes->salts_cnt	1
TOP.66568dd1.000b56a2	hashes->salts_done	0
TOP.66568dd1.000b56a2	SUB.66568dd4.000b7a86	START
TOP.66568dd1.000b56a2	SUB.66568dd4.000b7a86	straight_ctx->dict	test.dict
TOP.66568dd1.000b56a2	SUB.66568dd4.000b7a86	rulefile	rules/best64.rule
TOP.66568dd1.000b56a2	SUB.66568dd4.000b7a86	runtime_start	1716948437
TOP.66568dd1.000b56a2	SUB.66568dd4.000b7a86	runtime_stop	1716948453
TOP.66568dd1.000b56a2	SUB.66568dd4.000b7a86	hashes->digests_done_new	0
TOP.66568dd1.000b56a2	SUB.66568dd4.000b7a86	status-after-work	5
TOP.66568dd1.000b56a2	SUB.66568dd4.000b7a86	STOP
TOP.66568dd1.000b56a2	proc_start	1716948433
TOP.66568dd1.000b56a2	proc_stop	1716948455
TOP.66568dd1.000b56a2	STOP
TOP.66568ff3.0001714a	START
TOP.66568ff3.0001714a	folder_config->cwd	E:\modules
TOP.66568ff3.0001714a	folder_config->install_dir	.
TOP.66568ff3.0001714a	folder_config->profile_dir	.
TOP.66568ff3.0001714a	folder_config->session_dir	.
TOP.66568ff3.0001714a	folder_config->shared_dir	.
TOP.66568ff3.0001714a	user_options->encoding_from	utf-8
TOP.66568ff3.0001714a	user_options->encoding_to	utf-8
TOP.66568ff3.0001714a	user_options->rp_files[0]	rules/rockyou-30000.rule
TOP.66568ff3.0001714a	user_options->rule_buf_l	:
TOP.66568ff3.0001714a	user_options->rule_buf_r	:
TOP.66568ff3.0001714a	user_options->session	hashcat
TOP.66568ff3.0001714a	user_options->separator	:
TOP.66568ff3.0001714a	user_options->limit	0
TOP.66568ff3.0001714a	user_options->skip	0
TOP.66568ff3.0001714a	user_options->attack_mode	0
TOP.66568ff3.0001714a	user_options->benchmark	0
TOP.66568ff3.0001714a	user_options->benchmark_all	0
TOP.66568ff3.0001714a	user_options->bitmap_max	18
TOP.66568ff3.0001714a	user_options->bitmap_min	16
TOP.66568ff3.0001714a	user_options->debug_mode	0
TOP.66568ff3.0001714a	user_options->hash_info	0
TOP.66568ff3.0001714a	user_options->force	0
TOP.66568ff3.0001714a	user_options->hwmon_disable	0
TOP.66568ff3.0001714a	user_options->hwmon_temp_abort	90
TOP.66568ff3.0001714a	user_options->hash_mode	23100
TOP.66568ff3.0001714a	user_options->hex_charset	0
TOP.66568ff3.0001714a	user_options->hex_salt	0
TOP.66568ff3.0001714a	user_options->hex_wordlist	0
TOP.66568ff3.0001714a	user_options->hook_threads	16
TOP.66568ff3.0001714a	user_options->identify	0
TOP.66568ff3.0001714a	user_options->increment	0
TOP.66568ff3.0001714a	user_options->increment_max	256
TOP.66568ff3.0001714a	user_options->increment_min	1
TOP.66568ff3.0001714a	user_options->keep_guessing	1
TOP.66568ff3.0001714a	user_options->kernel_accel	0
TOP.66568ff3.0001714a	user_options->kernel_loops	0
TOP.66568ff3.0001714a	user_options->kernel_threads	0
TOP.66568ff3.0001714a	user_options->keyspace	0
TOP.66568ff3.0001714a	user_options->left	0
TOP.66568ff3.0001714a	user_options->logfile_disable	0
TOP.66568ff3.0001714a	user_options->loopback	0
TOP.66568ff3.0001714a	user_options->machine_readable	0
TOP.66568ff3.0001714a	user_options->markov_classic	0
TOP.66568ff3.0001714a	user_options->markov_disable	0
TOP.66568ff3.0001714a	user_options->markov_inverse	0
TOP.66568ff3.0001714a	user_options->markov_threshold	256
TOP.66568ff3.0001714a	user_options->multiply_accel_disable	0
TOP.66568ff3.0001714a	user_options->backend_info	0
TOP.66568ff3.0001714a	user_options->backend_vector_width	0
TOP.66568ff3.0001714a	user_options->optimized_kernel_enable	0
TOP.66568ff3.0001714a	user_options->outfile_autohex	1
TOP.66568ff3.0001714a	user_options->outfile_check_timer	5
TOP.66568ff3.0001714a	user_options->outfile_format	3
TOP.66568ff3.0001714a	user_options->wordlist_autohex_disable	0
TOP.66568ff3.0001714a	user_options->potfile_disable	0
TOP.66568ff3.0001714a	user_options->progress_only	0
TOP.66568ff3.0001714a	user_options->quiet	0
TOP.66568ff3.0001714a	user_options->remove	0
TOP.66568ff3.0001714a	user_options->remove_timer	60
TOP.66568ff3.0001714a	user_options->restore	0
TOP.66568ff3.0001714a	user_options->restore_disable	0
TOP.66568ff3.0001714a	user_options->restore_timer	1
TOP.66568ff3.0001714a	user_options->rp_files_cnt	1
TOP.66568ff3.0001714a	user_options->rp_gen	0
TOP.66568ff3.0001714a	user_options->rp_gen_func_max	4
TOP.66568ff3.0001714a	user_options->rp_gen_func_min	1
TOP.66568ff3.0001714a	user_options->rp_gen_seed	0
TOP.66568ff3.0001714a	user_options->runtime	0
TOP.66568ff3.0001714a	user_options->scrypt_tmto	0
TOP.66568ff3.0001714a	user_options->segment_size	33554432
TOP.66568ff3.0001714a	user_options->self_test_disable	0
TOP.66568ff3.0001714a	user_options->slow_candidates	0
TOP.66568ff3.0001714a	user_options->show	0
TOP.66568ff3.0001714a	user_options->speed_only	0
TOP.66568ff3.0001714a	user_options->spin_damp	0
TOP.66568ff3.0001714a	user_options->status	0
TOP.66568ff3.0001714a	user_options->status_json	0
TOP.66568ff3.0001714a	user_options->status_timer	10
TOP.66568ff3.0001714a	user_options->stdout_flag	0
TOP.66568ff3.0001714a	user_options->usage	0
TOP.66568ff3.0001714a	user_options->username	0
TOP.66568ff3.0001714a	user_options->veracrypt_pim_start	485
TOP.66568ff3.0001714a	user_options->veracrypt_pim_stop	485
TOP.66568ff3.0001714a	user_options->version	0
TOP.66568ff3.0001714a	user_options->workload_profile	2
TOP.66568ff3.0001714a	user_options->brain_client	0
TOP.66568ff3.0001714a	user_options->brain_client_features	2
TOP.66568ff3.0001714a	user_options->brain_server	0
TOP.66568ff3.0001714a	user_options->brain_server_timer	300
TOP.66568ff3.0001714a	user_options->brain_port	6863
TOP.66568ff3.0001714a	user_options->brain_session	0
TOP.66568ff3.0001714a	hashes->hashfile	./test-local.hash
TOP.66568ff3.0001714a	hashes->hashlist_mode	5
TOP.66568ff3.0001714a	hashes->hashlist_format	0
TOP.66568ff3.0001714a	hashes->hashes_cnt	0
TOP.66568ff3.0001714a	hashes->digests_cnt	1
TOP.66568ff3.0001714a	hashes->digests_done_pot	0
TOP.66568ff3.0001714a	hashes->digests_done_zero	0
TOP.66568ff3.0001714a	hashes->digests_done	0
TOP.66568ff3.0001714a	hashes->salts_cnt	1
TOP.66568ff3.0001714a	hashes->salts_done	0
TOP.66568ff3.0001714a	SUB.66568ff5.00082a12	START
TOP.66568ff3.0001714a	SUB.66568ff5.00082a12	straight_ctx->dict	example.dict
TOP.66568ff3.0001714a	SUB.66568ff5.00082a12	rulefile	rules/rockyou-30000.rule
TOP.66568ff3.0001714a	SUB.66568ff5.00082a12	runtime_start	1716948982
TOP.66568ff3.0001714a	SUB.66568ff5.00082a12	runtime_stop	1716980876
TOP.66568ff3.0001714a	SUB.66568ff5.00082a12	hashes->digests_done_new	0
TOP.66568ff3.0001714a	SUB.66568ff5.00082a12	status-after-work	13
TOP.66568ff3.0001714a	SUB.66568ff5.00082a12	STOP
TOP.66568ff3.0001714a	proc_start	1716948979
TOP.66568ff3.0001714a	proc_stop	1716980891
TOP.66568ff3.0001714a	STOP
TOP.665fc028.000365c8	START
TOP.665fc028.000365c8	folder_config->cwd	F:\Bad Things\modules
TOP.665fc028.000365c8	folder_config->install_dir	.
TOP.665fc028.000365c8	folder_config->profile_dir	.
TOP.665fc028.000365c8	folder_config->session_dir	.
TOP.665fc028.000365c8	folder_config->shared_dir	.
TOP.665fc028.000365c8	user_options->encoding_from	utf-8
TOP.665fc028.000365c8	user_options->encoding_to	utf-8
TOP.665fc028.000365c8	user_options->rp_files[0]	rules/rockyou-30000.rule
TOP.665fc028.000365c8	user_options->rule_buf_l	:
TOP.665fc028.000365c8	user_options->rule_buf_r	:
TOP.665fc028.000365c8	user_options->session	hashcat
